id,user_id,sum,full_buy_sum,cashback_percent,company_revenue_sum,traffic_source_id,created_at,status,_id,external_id,__v,adv_id,approved_percent,createdAt,engine_data,max_cashback_percent,max_cashback_stable_sum,min_cashback_percent,min_cashback_stable_sum,payment_delay,position_sort,site_logo,site_name,site_url,status,updatedAt,categoriesArray,countryArray,showOnSite,ngay,thang,nam,gio,phut, giay, ngayTienVe
327753955,1824777,0.1,4.5,4,0.08,68,21/6/2021 21:56,WAIT,5ecc46fbbec3d3d9f9c2c522,68,0,,89,2020-05-25T22:30:19.000Z,[object Object],4,,4,,60,7080,https://ai.marketing/service/fs/partners/ebook.jpeg,eBooks,ebooks.com,TRUE,2020-05-25T22:30:19.000Z,TRUE,,,21,6,2021,21,56,53,20/8/2021
327753967,1824777,2.17,123.05,3.21,1.78,40,21/6/2021 21:27,WAIT,5ecc46df4a19c3d97f47878b,40,0,21217,92,2020-05-25T22:29:51.000Z,[object Object],4.2,,1.75,,83,4731,https://ai.marketing/service/fs/partners/Watches2U.jpg,Watches2U,watches2u.com,TRUE,2020-05-25T22:29:51.000Z,62++71,0,TRUE,21,6,2021,21,27,57,12/9/2021
327753985,1824777,0.36,8.13,8,0.29,37,21/6/2021 21:25,WAIT,5ecc46d54a19c3d97f47877c,37,0,20699,66,2020-05-25T22:29:41.000Z,[object Object],8,,8,,37,11111,https://ai.marketing/service/fs/partners/Neer.jpg,Neer,neer.ro,TRUE,2020-05-25T22:29:41.000Z,62++64++67++71,0,FALSE,21,6,2021,21,25,49,28/7/2021
327753959,1824777,0.13,16,1.5,0.11,65,21/6/2021 21:17,WAIT,5ecc46f8bec3d3d9f9c2c51b,65,0,16691,99,2020-05-25T22:30:16.000Z,[object Object],1.5,,1.5,,30,8215,https://ai.marketing/service/fs/partners/dominos.png,Domino's,dominos.com,TRUE,2020-05-25T22:30:16.000Z,62++63++171++176,RU,TRUE,21,6,2021,21,17,55,21/7/2021
406740617,1824777,1.55,35.25,8,1.27,42,21/6/2021 21:16,WAIT,5ecc46e24a19c3d97f47878f,42,0,17970,91,2020-05-25T22:29:54.000Z,[object Object],8,,8,,41,4891,https://ai.marketing/service/fs/partners/Glasseslit.jpg,Glasseslit,glasseslit.com,TRUE,2020-05-25T22:29:54.000Z,62++71++96,0,TRUE,21,6,2021,21,16,1,1/8/2021
406740632,1824777,1.17,21.3,10,0.96,39,21/6/2021 21:11,WAIT,5ecc46df4a19c3d97f478786,39,0,20949,100,2020-05-25T22:29:51.000Z,[object Object],10,,10,,33,9250,https://ai.marketing/service/fs/partners/Ericdress.jpg,Ericdress,ericdress.com,TRUE,2020-05-25T22:29:51.000Z,62++64++71++96,0,TRUE,21,6,2021,21,11,56,24/7/2021
406740622,1824777,0.7,21.17,6,0.57,38,21/6/2021 21:05,WAIT,5ecc46de4a19c3d97f47877f,38,0,5711,92,2020-05-25T22:29:50.000Z,[object Object],6,,6,,78,1250,https://ai.marketing/service/fs/partners/MiniInTheBox.jpg,MiniInTheBox,miniinthebox.com,TRUE,2020-05-25T22:29:50.000Z,62++65++67++96,0,TRUE,21,6,2021,21,5,39,7/9/2021
327753958,1824777,0.72,26.2,5,0.59,27,21/6/2021 20:55,WAIT,5ecc46c4bec3d3d9f9c2c4aa,27,0,7077,91,2020-05-25T22:29:24.000Z,[object Object],5,,5,,52,7550,https://ai.marketing/service/fs/partners/dx.jpg,Dx,dx.com,TRUE,2020-05-25T22:29:24.000Z,62++65++96++102,0,TRUE,21,6,2021,20,55,24,12/8/2021
406740625,1824777,4.1,149,5,3.35,57,21/6/2021 20:54,WAIT,5ecc46ef4a19c3d97f4787ac,57,0,11674,51,2020-05-25T22:30:07.000Z,[object Object],5,,5,,18.5,3100,https://ai.marketing/service/fs/partners/ormatek.png,Ormatek,ormatek.com,TRUE,2020-05-25T22:30:07.000Z,62++66,RU,TRUE,21,6,2021,20,54,10,9/7/2021
327753989,1824777,1.3,19.67,12,1.06,20,21/6/2021 20:52,WAIT,5ecc46bcbec3d3d9f9c2c489,20,0,19857,100,2020-05-25T22:29:16.000Z,[object Object],12,,12,,35,4930,https://ai.marketing/service/fs/partners/Fairyseason.jpg,Fairyseason,fairyseason.com,TRUE,2020-05-25T22:29:16.000Z,62++64++71,0,TRUE,21,6,2021,20,52,40,26/7/2021
406740613,1824777,0.31,4.67,12,0.25,54,21/6/2021 20:45,WAIT,5ecc46ebbec3d3d9f9c2c4f9,54,0,18336,92,2020-05-25T22:30:03.000Z,[object Object],12,,12,,22,1400,https://ai.marketing/service/fs/partners/chicme.jpg,Chicme,chicme.com,TRUE,2020-05-25T22:30:03.000Z,62++64++71++96,AD++AE++AF++AG++AI++AL++AM++AO++AQ++AR++AS++AT++AU++AW++AX++AZ++BA++BB++BD++BE++BF++BG++BH++BI++BJ++BL++BM++BN++BO++BQ++BR++BS++BT++BV++BW++BY++BZ++CA++CC++CD++CF++CG++CH++CI++CK++CL++CM++CO++CR++CU++CV++CW++CX++CY++CZ++DE++DJ++DK++DM++DO++DZ++EC++EE++EG++EH++ER++ES++ET++FI++FJ++FK++FM++FO++FR++GA++GB++GD++GE++GF++GG++GH++GI++GL++GM++GN++GP++GQ++GR++GS++GT++GU++GW++GY++HK++HM++HN++HR++HT++HU++ID++IE++IL++IM++IN++IO++IQ++IR++IS++IT++JE++JM++JO++JP++KE++KG++KH++KI++KM++KN++KP++KR++KW++KY++KZ++LA++LB++LC++LI++LK++LR++LS++LT++LU++LV++LY++MA++MC++MD++ME++MF++MG++MH++MK++ML++MM++MN++MO++MP++MQ++MR++MS++MT++MU++MV++MW++MX++MY++MZ++NA++NC++NE++NF++NG++NI++NL++NO++NP++NR++NU++NZ++OM++PA++PE++PF++PG++PH++PK++PL++PM++PN++PR++PS++PT++PW++PY++QA++RE++RO++RS++RU++RW++SA++SB++SC++SD++SE++SG++SH++SI++SJ++SK++SL++SM++SN++SO++SR++SS++ST++SV++SX++SY++SZ++TC++TD++TF++TG++TH++TJ++TK++TL++TM++TN++TO++TR++TT++TV++TW++TZ++UA++UG++UM++US++UY++UZ++VA++VC++VE++VG++VI++VN++VU++WF++WS++YE++YT++ZA++ZM++ZW,TRUE,21,6,2021,20,45,31,13/7/2021
327753962,1824777,0.52,11.88,8,0.43,37,21/6/2021 20:22,WAIT,5ecc46d54a19c3d97f47877c,37,0,20699,66,2020-05-25T22:29:41.000Z,[object Object],8,,8,,37,11111,https://ai.marketing/service/fs/partners/Neer.jpg,Neer,neer.ro,TRUE,2020-05-25T22:29:41.000Z,62++64++67++71,0,FALSE,21,6,2021,20,22,48,28/7/2021
327753982,1824777,8.85,160.9,10,7.24,35,21/6/2021 20:16,WAIT,5ecc46d44a19c3d97f478776,35,0,19582,98,2020-05-25T22:29:40.000Z,[object Object],10,,10,,25,3250,https://ai.marketing/service/fs/partners/Simple-dress.jpg,simple-dress,simple-dress.com,TRUE,2020-05-25T22:29:40.000Z,62++64++96,0,FALSE,21,6,2021,20,16,35,16/7/2021
406740628,1824777,4.96,75.17,12,4.06,36,21/6/2021 20:11,WAIT,5ecc46d54a19c3d97f478779,36,0,19710,98,2020-05-25T22:29:41.000Z,[object Object],15,,10,,39,2250,https://ai.marketing/service/fs/partners/Whatwears.jpg,Whatwears,whatwears.com,TRUE,2020-05-25T22:29:41.000Z,62++64++96,0,TRUE,21,6,2021,20,11,31,30/7/2021
406740615,1824777,0.17,5.17,6,0.14,38,21/6/2021 20:11,WAIT,5ecc46de4a19c3d97f47877f,38,0,5711,92,2020-05-25T22:29:50.000Z,[object Object],6,,6,,78,1250,https://ai.marketing/service/fs/partners/MiniInTheBox.jpg,MiniInTheBox,miniinthebox.com,TRUE,2020-05-25T22:29:50.000Z,62++65++67++96,0,TRUE,21,6,2021,20,11,8,7/9/2021
327753975,1824777,0.56,13.6,7.5,0.46,69,21/6/2021 20:07,WAIT,5ecc46fdbec3d3d9f9c2c523,69,0,22448,99,2020-05-25T22:30:21.000Z,[object Object],7.5,,7.5,,35,6581,https://ai.marketing/service/fs/partners/udemy.jpg,Udemy,udemy.com,TRUE,2020-05-25T22:30:21.000Z,18++93++98++99,0,TRUE,21,6,2021,20,7,8,26/7/2021
406740631,1824777,0.8,24.17,6,0.65,31,21/6/2021 19:15,WAIT,5ecc46cfbec3d3d9f9c2c4ba,31,0,14350,91,2020-05-25T22:29:35.000Z,[object Object],6,,6,,48,1030,https://ai.marketing/service/fs/partners/Tomtop.jpg,Tomtop,tomtop.com,TRUE,2020-05-25T22:29:35.000Z,62++65++85++96++100,0,TRUE,21,6,2021,19,15,48,8/8/2021
327753964,1824777,4.12,107,7,3.37,44,21/6/2021 18:55,WAIT,5ecc46e5bec3d3d9f9c2c4d9,44,0,4965,78,2020-05-25T22:29:57.000Z,[object Object],7,,7,,39,5051,https://ai.marketing/service/fs/partners/ASOS.jpg,ASOS,asos.com,TRUE,2020-05-25T22:29:57.000Z,62++64++71,RU,TRUE,21,6,2021,18,55,34,30/7/2021
327753971,1824777,1.85,42,8,1.51,24,21/6/2021 18:51,WAIT,5ecc46c0bec3d3d9f9c2c49d,24,0,13934,98,2020-05-25T22:29:20.000Z,[object Object],8,,8,,25,7930,https://ai.marketing/service/fs/partners/Cigabuy.jpg,Cigabuy,cigabuy.com,TRUE,2020-05-25T22:29:20.000Z,62++65++96,AD++AE++AF++AG++AI++AL++AM++AO++AQ++AR++AS++AT++AU++AW++AX++AZ++BA++BB++BD++BE++BF++BG++BH++BI++BJ++BL++BM++BN++BO++BQ++BR++BS++BT++BV++BW++BY++BZ++CA++CC++CD++CF++CG++CH++CI++CK++CL++CM++CN++CO++CR++CU++CV++CW++CX++CY++CZ++DE++DJ++DK++DM++DO++DZ++EC++EE++EG++EH++ER++ES++ET++FI++FJ++FK++FM++FO++FR++GA++GB++GD++GE++GF++GG++GH++GI++GL++GM++GN++GP++GQ++GR++GS++GT++GU++GW++GY++HK++HM++HN++HR++HT++HU++ID++IE++IL++IM++IN++IO++IQ++IR++IS++IT++JE++JM++JO++JP++KE++KG++KH++KI++KM++KN++KP++KR++KW++KY++KZ++LA++LB++LC++LI++LK++LR++LS++LT++LU++LV++LY++MA++MC++MD++ME++MF++MG++MH++MK++ML++MM++MN++MO++MP++MQ++MR++MS++MT++MU++MV++MW++MX++MY++MZ++NA++NC++NE++NF++NG++NI++NL++NO++NP++NR++NU++NZ++OM++PA++PE++PF++PG++PH++PK++PL++PM++PN++PR++PS++PT++PW++PY++QA++RE++RO++RS++RW++SA++SB++SC++SD++SE++SG++SH++SI++SJ++SK++SL++SM++SN++SO++SR++SS++ST++SV++SX++SY++SZ++TC++TD++TF++TG++TH++TJ++TK++TL++TM++TN++TO++TR++TT++TV++TW++TZ++UA++UG++UM++US++UY++UZ++VA++VC++VE++VG++VI++VN++VU++WF++WS++YE++YT++ZA++ZM++ZW,TRUE,21,6,2021,18,51,57,16/7/2021
406740610,1824777,0.52,12.67,7.5,0.43,17,21/6/2021 18:33,WAIT,5ecc46b8bec3d3d9f9c2c476,17,0,18428,88,2020-05-25T22:29:12.000Z,[object Object],7.5,,7.5,,31,1680,https://ai.marketing/service/fs/partners/Sunsky-online.jpg,Sunsky-online,sunsky-online.com,TRUE,2020-05-25T22:29:12.000Z,62++65++96,0,TRUE,21,6,2021,18,33,31,22/7/2021
327753980,1824777,2.79,202.8,2.5,2.28,13,21/6/2021 18:24,WAIT,5ecc46b5bec3d3d9f9c2c462,13,0,16528,97,2020-05-25T22:29:09.000Z,[object Object],2.5,,2.5,,24,2680,https://ai.marketing/service/fs/partners/omio.jpg,Omio,omio.com,TRUE,2020-05-25T22:29:09.000Z,40++44++152,0,TRUE,21,6,2021,18,24,26,15/7/2021
406740620,1824777,0.46,6.8,12.35,0.38,33,21/6/2021 17:48,WAIT,5ecc46d2bec3d3d9f9c2c4c4,33,0,20494,79,2020-05-25T22:29:38.000Z,[object Object],15.38,,7.69,,66,9250,https://ai.marketing/service/fs/partners/Jamalon.jpg,Jamalon,jamalon.com,TRUE,2020-05-25T22:29:38.000Z,62++70,0,TRUE,21,6,2021,17,48,40,26/8/2021
327753976,1824777,0.83,23.23,6.5,0.68,60,21/6/2021 16:53,WAIT,5ecc46f3bec3d3d9f9c2c509,60,0,21348,98,2020-05-25T22:30:11.000Z,[object Object],6.5,,6.5,,49,1215,https://ai.marketing/service/fs/partners/mac.png,Maccosmetics,maccosmetics.com,TRUE,2020-05-25T22:30:11.000Z,62++67++71,PL,FALSE,21,6,2021,16,53,58,9/8/2021
327753951,1824777,3.81,86.63,8,3.12,59,21/6/2021 16:32,WAIT,5ecc46f1bec3d3d9f9c2c506,59,0,22264,86,2020-05-25T22:30:09.000Z,[object Object],12,,8,,28,9215,https://ai.marketing/service/fs/partners/bathandbody.jpg,Bath and body,bathandbodyworks.ae,TRUE,2020-05-25T22:30:09.000Z,62++67++177,AE++KW++SA,TRUE,21,6,2021,16,32,10,19/7/2021
406740624,1824777,0.56,13.6,7.5,0.46,69,21/6/2021 16:23,WAIT,5ecc46fdbec3d3d9f9c2c523,69,0,22448,99,2020-05-25T22:30:21.000Z,[object Object],7.5,,7.5,,35,6581,https://ai.marketing/service/fs/partners/udemy.jpg,Udemy,udemy.com,TRUE,2020-05-25T22:30:21.000Z,18++93++98++99,0,TRUE,21,6,2021,16,23,55,26/7/2021
406740616,1824777,7.79,553.13,2.56,6.37,40,21/6/2021 16:08,WAIT,5ecc46df4a19c3d97f47878b,40,0,21217,92,2020-05-25T22:29:51.000Z,[object Object],4.2,,1.75,,83,4731,https://ai.marketing/service/fs/partners/Watches2U.jpg,Watches2U,watches2u.com,TRUE,2020-05-25T22:29:51.000Z,62++71,0,TRUE,21,6,2021,16,8,7,12/9/2021
406740627,1824777,6.07,368,3,4.97,9,21/6/2021 15:31,WAIT,5ecc46ac4a19c3d97f478752,9,0,13318,94,2020-05-25T22:29:00.000Z,[object Object],7,,1,,45,4239,https://ai.marketing/service/fs/partners/GearBest.png,GearBest,gearbest.com,TRUE,2020-05-25T22:29:00.000Z,62++64++65++66++96++102,AD++AE++AF++AG++AI++AL++AM++AO++AQ++AR++AS++AT++AU++AW++AX++AZ++BA++BB++BD++BE++BF++BG++BH++BI++BJ++BL++BM++BN++BO++BQ++BR++BS++BT++BV++BW++BY++BZ++CA++CC++CD++CF++CG++CH++CI++CK++CL++CM++CO++CR++CU++CV++CW++CX++CY++CZ++DE++DJ++DK++DM++DO++DZ++EC++EE++EG++EH++ER++ES++ET++FI++FJ++FK++FM++FO++FR++GA++GB++GD++GE++GF++GG++GH++GI++GL++GM++GN++GP++GQ++GR++GS++GT++GU++GW++GY++HK++HM++HN++HR++HT++HU++ID++IE++IL++IM++IN++IO++IQ++IR++IS++IT++JE++JM++JO++JP++KE++KG++KH++KI++KM++KN++KP++KR++KW++KY++KZ++LA++LB++LC++LI++LK++LR++LS++LT++LU++LV++LY++MA++MC++MD++ME++MF++MG++MH++MK++ML++MM++MN++MO++MP++MQ++MR++MS++MT++MU++MV++MW++MX++MY++MZ++NA++NC++NE++NF++NG++NI++NL++NO++NP++NR++NU++NZ++OM++PA++PE++PF++PG++PH++PK++PL++PM++PN++PR++PS++PT++PW++PY++QA++RE++RO++RS++RU++RW++SA++SB++SC++SD++SE++SG++SH++SI++SJ++SK++SL++SM++SN++SO++SR++SS++ST++SV++SX++SY++SZ++TC++TD++TF++TG++TH++TJ++TK++TL++TM++TN++TO++TR++TT++TV++TW++TZ++UA++UG++UM++US++UY++UZ++VA++VC++VE++VG++VI++VN++VU++WF++WS++YE++YT++ZA++ZM++ZW,TRUE,21,6,2021,15,31,47,5/8/2021
327753966,1824777,1.29,19.58,12,1.06,54,21/6/2021 15:25,WAIT,5ecc46ebbec3d3d9f9c2c4f9,54,0,18336,92,2020-05-25T22:30:03.000Z,[object Object],12,,12,,22,1400,https://ai.marketing/service/fs/partners/chicme.jpg,Chicme,chicme.com,TRUE,2020-05-25T22:30:03.000Z,62++64++71++96,AD++AE++AF++AG++AI++AL++AM++AO++AQ++AR++AS++AT++AU++AW++AX++AZ++BA++BB++BD++BE++BF++BG++BH++BI++BJ++BL++BM++BN++BO++BQ++BR++BS++BT++BV++BW++BY++BZ++CA++CC++CD++CF++CG++CH++CI++CK++CL++CM++CO++CR++CU++CV++CW++CX++CY++CZ++DE++DJ++DK++DM++DO++DZ++EC++EE++EG++EH++ER++ES++ET++FI++FJ++FK++FM++FO++FR++GA++GB++GD++GE++GF++GG++GH++GI++GL++GM++GN++GP++GQ++GR++GS++GT++GU++GW++GY++HK++HM++HN++HR++HT++HU++ID++IE++IL++IM++IN++IO++IQ++IR++IS++IT++JE++JM++JO++JP++KE++KG++KH++KI++KM++KN++KP++KR++KW++KY++KZ++LA++LB++LC++LI++LK++LR++LS++LT++LU++LV++LY++MA++MC++MD++ME++MF++MG++MH++MK++ML++MM++MN++MO++MP++MQ++MR++MS++MT++MU++MV++MW++MX++MY++MZ++NA++NC++NE++NF++NG++NI++NL++NO++NP++NR++NU++NZ++OM++PA++PE++PF++PG++PH++PK++PL++PM++PN++PR++PS++PT++PW++PY++QA++RE++RO++RS++RU++RW++SA++SB++SC++SD++SE++SG++SH++SI++SJ++SK++SL++SM++SN++SO++SR++SS++ST++SV++SX++SY++SZ++TC++TD++TF++TG++TH++TJ++TK++TL++TM++TN++TO++TR++TT++TV++TW++TZ++UA++UG++UM++US++UY++UZ++VA++VC++VE++VG++VI++VN++VU++WF++WS++YE++YT++ZA++ZM++ZW,TRUE,21,6,2021,15,25,43,13/7/2021
327753978,1824777,2.64,32,15,2.16,28,21/6/2021 14:41,WAIT,5ecc46cdbec3d3d9f9c2c4af,28,0,18350,72,2020-05-25T22:29:33.000Z,[object Object],15,,15,,25,9550,https://ai.marketing/service/fs/partners/milanoo.png,Milanoo,milanoo.com,TRUE,2020-05-25T22:29:33.000Z,62++64++71++96,0,TRUE,21,6,2021,14,41,22,16/7/2021
