id,user_id,sum,full_buy_sum,cashback_percent,company_revenue_sum,traffic_source_id,created_at,status,_id,external_id,__v,adv_id,approved_percent,createdAt,engine_data,max_cashback_percent,max_cashback_stable_sum,min_cashback_percent,min_cashback_stable_sum,payment_delay,position_sort,site_logo,site_name,site_url,status,updatedAt,categoriesArray,countryArray,showOnSite,ngay,thang,nam,gio,phut, giay, ngayTienVe
234747397,1387920,5.35,308.89,3.15,4.38,40,20/6/2021 21:22,WAIT,5ecc46df4a19c3d97f47878b,40,0,21217,92,2020-05-25T22:29:51.000Z,[object Object],4.2,,1.75,,83,4731,https://ai.marketing/service/fs/partners/Watches2U.jpg,Watches2U,watches2u.com,TRUE,2020-05-25T22:29:51.000Z,62++71,0,TRUE,20,6,2021,21,22,15,11/9/2021
234747384,1387920,1.52,76.45,3.61,1.24,58,20/6/2021 21:12,WAIT,5ecc46efbec3d3d9f9c2c505,58,0,20828,67,2020-05-25T22:30:07.000Z,[object Object],4.33,,2,,27.5,3300,https://ai.marketing/service/fs/partners/decathlon.png,Decathlon,decathlon.ru,TRUE,2020-05-25T22:30:07.000Z,62++64++71++85,PL,TRUE,20,6,2021,21,12,55,17/7/2021
234747389,1387920,0.19,5.83,6,0.16,38,20/6/2021 20:20,WAIT,5ecc46de4a19c3d97f47877f,38,0,5711,92,2020-05-25T22:29:50.000Z,[object Object],6,,6,,78,1250,https://ai.marketing/service/fs/partners/MiniInTheBox.jpg,MiniInTheBox,miniinthebox.com,TRUE,2020-05-25T22:29:50.000Z,62++65++67++96,0,TRUE,20,6,2021,20,20,42,6/9/2021
234747406,1387920,6.96,253,5,5.69,57,20/6/2021 19:55,WAIT,5ecc46ef4a19c3d97f4787ac,57,0,11674,51,2020-05-25T22:30:07.000Z,[object Object],5,,5,,18.5,3100,https://ai.marketing/service/fs/partners/ormatek.png,Ormatek,ormatek.com,TRUE,2020-05-25T22:30:07.000Z,62++66,RU,TRUE,20,6,2021,19,55,22,8/7/2021
234747402,1387920,1.2,31.14,7,0.98,29,20/6/2021 19:54,WAIT,5ecc46cdbec3d3d9f9c2c4b6,29,0,18809,51,2020-05-25T22:29:33.000Z,[object Object],7,,7,,41,6550,https://ai.marketing/service/fs/partners/Eastessence.jpg,Eastessence,eastessence.com,TRUE,2020-05-25T22:29:33.000Z,62++64++177,0,TRUE,20,6,2021,19,54,36,31/7/2021
234747382,1387920,0.94,24.43,7,0.77,44,20/6/2021 19:07,WAIT,5ecc46e5bec3d3d9f9c2c4d9,44,0,4965,78,2020-05-25T22:29:57.000Z,[object Object],7,,7,,39,5051,https://ai.marketing/service/fs/partners/ASOS.jpg,ASOS,asos.com,TRUE,2020-05-25T22:29:57.000Z,62++64++71,RU,TRUE,20,6,2021,19,7,43,29/7/2021
234747399,1387920,7.48,212.83,6.39,6.12,61,20/6/2021 18:52,WAIT,5ecc46f3bec3d3d9f9c2c50c,61,0,21225,69,2020-05-25T22:30:11.000Z,[object Object],7,,5.7,,35,4815,https://ai.marketing/service/fs/partners/pandora.png,Pandora,pandora.net,TRUE,2020-05-25T22:30:11.000Z,62++71++72++175,RU,TRUE,20,6,2021,18,52,3,25/7/2021
234747407,1387920,0.7,18.87,6.73,0.57,61,20/6/2021 18:17,WAIT,5ecc46f3bec3d3d9f9c2c50c,61,0,21225,69,2020-05-25T22:30:11.000Z,[object Object],7,,5.7,,35,4815,https://ai.marketing/service/fs/partners/pandora.png,Pandora,pandora.net,TRUE,2020-05-25T22:30:11.000Z,62++71++72++175,RU,TRUE,20,6,2021,18,17,11,25/7/2021
234747394,1387920,2.42,29.33,15,1.98,28,20/6/2021 17:36,WAIT,5ecc46cdbec3d3d9f9c2c4af,28,0,18350,72,2020-05-25T22:29:33.000Z,[object Object],15,,15,,25,9550,https://ai.marketing/service/fs/partners/milanoo.png,Milanoo,milanoo.com,TRUE,2020-05-25T22:29:33.000Z,62++64++71++96,0,TRUE,20,6,2021,17,36,11,15/7/2021
234747379,1387920,9.11,165.6,10,7.45,35,20/6/2021 16:51,WAIT,5ecc46d44a19c3d97f478776,35,0,19582,98,2020-05-25T22:29:40.000Z,[object Object],10,,10,,25,3250,https://ai.marketing/service/fs/partners/Simple-dress.jpg,simple-dress,simple-dress.com,TRUE,2020-05-25T22:29:40.000Z,62++64++96,0,FALSE,20,6,2021,16,51,7,15/7/2021
234747387,1387920,0.44,16,5,0.36,26,20/6/2021 16:46,WAIT,5ecc46c2bec3d3d9f9c2c4a7,26,0,21506,91,2020-05-25T22:29:22.000Z,[object Object],5,,5,,43,2550,https://ai.marketing/service/fs/partners/GearVita.jpg,GearVita,gearvita.com,TRUE,2020-05-25T22:29:22.000Z,62++65,0,FALSE,20,6,2021,16,46,51,2/8/2021
234747376,1387920,1.55,28.2,10,1.27,39,20/6/2021 16:38,WAIT,5ecc46df4a19c3d97f478786,39,0,20949,100,2020-05-25T22:29:51.000Z,[object Object],10,,10,,33,9250,https://ai.marketing/service/fs/partners/Ericdress.jpg,Ericdress,ericdress.com,TRUE,2020-05-25T22:29:51.000Z,62++64++71++96,0,TRUE,20,6,2021,16,38,50,23/7/2021
234747404,1387920,7.35,222.67,6,6.01,23,20/6/2021 16:07,WAIT,5ecc46bfbec3d3d9f9c2c498,23,0,14111,56,2020-05-25T22:29:19.000Z,[object Object],6,,6,,76,6930,https://ai.marketing/service/fs/partners/Agoda.jpg,Agoda,agoda.com,TRUE,2020-05-25T22:29:19.000Z,40++41++152,0,TRUE,20,6,2021,16,7,43,4/9/2021
234747395,1387920,2.32,64.23,6.57,1.9,61,20/6/2021 14:44,WAIT,5ecc46f3bec3d3d9f9c2c50c,61,0,21225,69,2020-05-25T22:30:11.000Z,[object Object],7,,5.7,,35,4815,https://ai.marketing/service/fs/partners/pandora.png,Pandora,pandora.net,TRUE,2020-05-25T22:30:11.000Z,62++71++72++175,RU,TRUE,20,6,2021,14,44,18,25/7/2021
234747401,1387920,0.66,24,5,0.54,26,20/6/2021 13:53,WAIT,5ecc46c2bec3d3d9f9c2c4a7,26,0,21506,91,2020-05-25T22:29:22.000Z,[object Object],5,,5,,43,2550,https://ai.marketing/service/fs/partners/GearVita.jpg,GearVita,gearvita.com,TRUE,2020-05-25T22:29:22.000Z,62++65,0,FALSE,20,6,2021,13,53,59,2/8/2021
234747393,1387920,1.29,26.11,9,1.06,34,20/6/2021 12:56,WAIT,5ecc46d2bec3d3d9f9c2c4c7,34,0,21238,100,2020-05-25T22:29:38.000Z,[object Object],10,,4,,37,4250,https://ai.marketing/service/fs/partners/Fanatical.jpg,Fanatical,fanatical.com,TRUE,2020-05-25T22:29:38.000Z,62++95,0,TRUE,20,6,2021,12,56,55,27/7/2021
234747392,1387920,1.22,27.75,8,1,62,20/6/2021 12:48,WAIT,5ece5e16d825d06779c3740b,62,0,22260,88,2020-05-27T12:33:26.000Z,[object Object],8,,8,,38,5035,https://ai.marketing/service/fs/partners/victoriassecret.jpg,Viktoria's secret,victoriassecret.ae,TRUE,2020-05-27T12:33:26.000Z,62++64,AE,TRUE,20,6,2021,12,48,42,28/7/2021
234747377,1387920,2.34,144.07,2.95,1.91,16,20/6/2021 12:40,WAIT,5ecc46b8bec3d3d9f9c2c473,16,0,18201,95,2020-05-25T22:29:12.000Z,[object Object],7,,1.54,,63,3230,https://ai.marketing/service/fs/partners/Lenovo.gif,Lenovo,lenovo.com,TRUE,2020-05-25T22:29:12.000Z,62++65,AT++AU++BE++CA++CH++CO++DE++DK++ES++FI++FR++GB++IE++IT++KR++MX++NL++NO++PT++SE++SG++TH++TW++US,TRUE,20,6,2021,12,40,43,22/8/2021
234747378,1387920,6.4,187.14,6.22,5.24,61,20/6/2021 11:03,WAIT,5ecc46f3bec3d3d9f9c2c50c,61,0,21225,69,2020-05-25T22:30:11.000Z,[object Object],7,,5.7,,35,4815,https://ai.marketing/service/fs/partners/pandora.png,Pandora,pandora.net,TRUE,2020-05-25T22:30:11.000Z,62++71++72++175,RU,TRUE,20,6,2021,11,3,49,25/7/2021
234747390,1387920,2.03,73.8,5,1.66,49,20/6/2021 10:07,WAIT,5ecc46e9bec3d3d9f9c2c4ee,49,0,18529,99,2020-05-25T22:30:01.000Z,[object Object],10,,4,,24,5001,https://ai.marketing/service/fs/partners/fairyseason.jpeg,Fairyseason,Fairyseason.com,TRUE,2020-05-25T22:30:01.000Z,62++65++66,0,FALSE,20,6,2021,10,7,56,14/7/2021
234747381,1387920,5.71,148.29,7,4.67,49,20/6/2021 9:01,WAIT,5ecc46e9bec3d3d9f9c2c4ee,49,0,18529,99,2020-05-25T22:30:01.000Z,[object Object],10,,4,,24,5001,https://ai.marketing/service/fs/partners/fairyseason.jpeg,Fairyseason,Fairyseason.com,TRUE,2020-05-25T22:30:01.000Z,62++65++66,0,FALSE,20,6,2021,9,1,11,14/7/2021
234747380,1387920,0.06,11,1,0.05,70,20/6/2021 8:46,WAIT,5ecc46ffbec3d3d9f9c2c526,70,0,,86,2020-05-25T22:30:23.000Z,[object Object],1,,1,,30,3900,https://res.cloudinary.com/df0opvonh/image/upload/v1588055801/logos/walmart_mgdvbl.png,Walmart,https://walmart.com/,TRUE,2020-05-25T22:30:23.000Z,TRUE,,,20,6,2021,8,46,22,20/7/2021
234747398,1387920,3.63,177.42,3.72,2.97,21,20/6/2021 8:16,WAIT,5ecc46bdbec3d3d9f9c2c490,21,0,19350,89,2020-05-25T22:29:17.000Z,[object Object],7.69,,1.53,,57,3630,https://ai.marketing/service/fs/partners/Massdrop.jpg,Massdrop,drop.com,TRUE,2020-05-25T22:29:17.000Z,62++65++85++89,0,TRUE,20,6,2021,8,16,30,16/8/2021
234747403,1387920,4.95,180,5,4.05,57,20/6/2021 5:13,WAIT,5ecc46ef4a19c3d97f4787ac,57,0,11674,51,2020-05-25T22:30:07.000Z,[object Object],5,,5,,18.5,3100,https://ai.marketing/service/fs/partners/ormatek.png,Ormatek,ormatek.com,TRUE,2020-05-25T22:30:07.000Z,62++66,RU,TRUE,20,6,2021,5,13,14,8/7/2021
234747396,1387920,3.12,113.4,5,2.55,57,20/6/2021 1:09,WAIT,5ecc46ef4a19c3d97f4787ac,57,0,11674,51,2020-05-25T22:30:07.000Z,[object Object],5,,5,,18.5,3100,https://ai.marketing/service/fs/partners/ormatek.png,Ormatek,ormatek.com,TRUE,2020-05-25T22:30:07.000Z,62++66,RU,TRUE,20,6,2021,1,9,47,8/7/2021
234747358,1387920,0.25,7.5,6,0.2,4,19/6/2021 23:36,WAIT,5ecc46a64a19c3d97f478731,4,0,13623,92,2020-05-25T22:28:54.000Z,[object Object],6,,6,,30,4250,https://ai.marketing/service/fs/partners/Banggood.jpg,Banggood,banggood.com,TRUE,2020-05-25T22:28:54.000Z,62++65++66++85++96++102,AD++AE++AF++AG++AI++AL++AM++AO++AQ++AR++AS++AT++AU++AW++AX++AZ++BA++BB++BD++BE++BF++BG++BH++BI++BJ++BL++BM++BN++BO++BQ++BR++BS++BT++BV++BW++BY++BZ++CA++CC++CD++CF++CG++CH++CI++CK++CL++CM++CO++CR++CU++CV++CW++CX++CY++CZ++DE++DJ++DK++DM++DO++DZ++EC++EE++EG++EH++ER++ES++ET++FI++FJ++FK++FM++FO++FR++GA++GB++GD++GE++GF++GG++GH++GI++GL++GM++GN++GP++GQ++GR++GS++GT++GU++GW++GY++HK++HM++HN++HR++HT++HU++ID++IE++IL++IM++IN++IO++IQ++IR++IS++IT++JE++JM++JO++JP++KE++KG++KH++KI++KM++KN++KP++KR++KW++KY++KZ++LA++LB++LC++LI++LK++LR++LS++LT++LU++LV++LY++MA++MC++MD++ME++MF++MG++MH++MK++ML++MM++MN++MO++MP++MQ++MR++MS++MT++MU++MV++MW++MX++MY++MZ++NA++NC++NE++NF++NG++NI++NL++NO++NP++NR++NU++NZ++OM++PA++PE++PF++PG++PH++PK++PL++PM++PN++PR++PS++PT++PW++PY++QA++RE++RO++RS++RU++RW++SA++SB++SC++SD++SE++SG++SH++SI++SJ++SK++SL++SM++SN++SO++SR++SS++ST++SV++SX++SY++SZ++TC++TD++TF++TG++TH++TJ++TK++TL++TM++TN++TO++TR++TT++TV++TW++TZ++UA++UG++UM++US++UY++UZ++VA++VC++VE++VG++VI++VN++VU++WF++WS++YE++YT++ZA++ZM++ZW,TRUE,19,6,2021,23,36,44,19/7/2021
234747354,1387920,1.51,45.83,6,1.24,8,19/6/2021 23:25,WAIT,5ecc46ab4a19c3d97f47874d,8,0,13767,82,2020-05-25T22:28:59.000Z,[object Object],6,,6,,57.5,3110,https://ai.marketing/service/fs/partners/myrentacar_com.png,Rentalcars,https://www.rentalcars.com/,TRUE,2020-05-25T22:28:59.000Z,40++91,AD++AE++AF++AG++AI++AL++AM++AO++AQ++AR++AS++AT++AU++AW++AX++AZ++BA++BB++BD++BE++BF++BG++BH++BI++BJ++BL++BM++BN++BO++BQ++BR++BS++BT++BV++BW++BY++BZ++CC++CD++CF++CG++CH++CI++CK++CL++CM++CN++CO++CR++CU++CV++CW++CX++CY++CZ++DE++DJ++DK++DM++DO++DZ++EC++EE++EG++EH++ER++ES++ET++FI++FJ++FK++FM++FO++FR++GA++GB++GD++GE++GF++GG++GH++GI++GL++GM++GN++GP++GQ++GR++GS++GT++GU++GW++GY++HK++HM++HN++HR++HT++HU++ID++IE++IL++IM++IN++IO++IQ++IR++IS++IT++JE++JM++JO++JP++KE++KG++KH++KI++KM++KN++KP++KR++KW++KY++KZ++LA++LB++LC++LI++LK++LR++LS++LT++LU++LV++LY++MA++MC++MD++ME++MF++MG++MH++MK++ML++MM++MN++MO++MP++MQ++MR++MS++MT++MU++MV++MW++MX++MY++MZ++NA++NC++NE++NF++NG++NI++NL++NO++NP++NR++NU++NZ++OM++PA++PE++PF++PG++PH++PK++PL++PM++PN++PR++PS++PT++PW++PY++QA++RE++RO++RS++RU++RW++SA++SB++SC++SD++SE++SG++SH++SI++SJ++SK++SL++SM++SN++SO++SR++SS++ST++SV++SX++SY++SZ++TC++TD++TF++TG++TH++TJ++TK++TL++TM++TN++TO++TR++TT++TV++TW++TZ++UA++UG++UM++UY++UZ++VA++VC++VE++VG++VI++VN++VU++WF++WS++YE++YT++ZA++ZM++ZW,TRUE,19,6,2021,23,25,45,15/8/2021
234747372,1387920,1.7,30.9,10,1.39,39,19/6/2021 23:22,WAIT,5ecc46df4a19c3d97f478786,39,0,20949,100,2020-05-25T22:29:51.000Z,[object Object],10,,10,,33,9250,https://ai.marketing/service/fs/partners/Ericdress.jpg,Ericdress,ericdress.com,TRUE,2020-05-25T22:29:51.000Z,62++64++71++96,0,TRUE,19,6,2021,23,22,41,22/7/2021
234747370,1387920,1.14,25.88,8,0.93,37,19/6/2021 22:56,WAIT,5ecc46d54a19c3d97f47877c,37,0,20699,66,2020-05-25T22:29:41.000Z,[object Object],8,,8,,37,11111,https://ai.marketing/service/fs/partners/Neer.jpg,Neer,neer.ro,TRUE,2020-05-25T22:29:41.000Z,62++64++67++71,0,FALSE,19,6,2021,22,56,36,26/7/2021
234747375,1387920,0.25,11.25,4,0.2,68,19/6/2021 22:39,WAIT,5ecc46fbbec3d3d9f9c2c522,68,0,,89,2020-05-25T22:30:19.000Z,[object Object],4,,4,,60,7080,https://ai.marketing/service/fs/partners/ebook.jpeg,eBooks,ebooks.com,TRUE,2020-05-25T22:30:19.000Z,TRUE,,,19,6,2021,22,39,36,18/8/2021
234747366,1387920,4.15,50.33,15,3.4,28,19/6/2021 22:01,WAIT,5ecc46cdbec3d3d9f9c2c4af,28,0,18350,72,2020-05-25T22:29:33.000Z,[object Object],15,,15,,25,9550,https://ai.marketing/service/fs/partners/milanoo.png,Milanoo,milanoo.com,TRUE,2020-05-25T22:29:33.000Z,62++64++71++96,0,TRUE,19,6,2021,22,1,54,14/7/2021
234747361,1387920,1.72,52.17,6,1.41,38,19/6/2021 19:36,WAIT,5ecc46de4a19c3d97f47877f,38,0,5711,92,2020-05-25T22:29:50.000Z,[object Object],6,,6,,78,1250,https://ai.marketing/service/fs/partners/MiniInTheBox.jpg,MiniInTheBox,miniinthebox.com,TRUE,2020-05-25T22:29:50.000Z,62++65++67++96,0,TRUE,19,6,2021,19,36,16,5/9/2021
234747363,1387920,4.97,129.14,7,4.07,44,19/6/2021 19:29,WAIT,5ecc46e5bec3d3d9f9c2c4d9,44,0,4965,78,2020-05-25T22:29:57.000Z,[object Object],7,,7,,39,5051,https://ai.marketing/service/fs/partners/ASOS.jpg,ASOS,asos.com,TRUE,2020-05-25T22:29:57.000Z,62++64++71,RU,TRUE,19,6,2021,19,29,22,28/7/2021
234747362,1387920,8.31,390.44,3.87,6.8,40,19/6/2021 19:15,WAIT,5ecc46df4a19c3d97f47878b,40,0,21217,92,2020-05-25T22:29:51.000Z,[object Object],4.2,,1.75,,83,4731,https://ai.marketing/service/fs/partners/Watches2U.jpg,Watches2U,watches2u.com,TRUE,2020-05-25T22:29:51.000Z,62++71,0,TRUE,19,6,2021,19,15,35,10/9/2021
234747355,1387920,0.19,8.75,4,0.16,68,19/6/2021 19:06,WAIT,5ecc46fbbec3d3d9f9c2c522,68,0,,89,2020-05-25T22:30:19.000Z,[object Object],4,,4,,60,7080,https://ai.marketing/service/fs/partners/ebook.jpeg,eBooks,ebooks.com,TRUE,2020-05-25T22:30:19.000Z,TRUE,,,19,6,2021,19,6,54,18/8/2021
234747369,1387920,1.13,27.33,7.5,0.92,17,19/6/2021 18:26,WAIT,5ecc46b8bec3d3d9f9c2c476,17,0,18428,88,2020-05-25T22:29:12.000Z,[object Object],7.5,,7.5,,31,1680,https://ai.marketing/service/fs/partners/Sunsky-online.jpg,Sunsky-online,sunsky-online.com,TRUE,2020-05-25T22:29:12.000Z,62++65++96,0,TRUE,19,6,2021,18,26,6,20/7/2021
